deadline_id,related_type,related_id,client_id,deadline_type,due_date,description,priority,status,reminder_sent,completed_date,completed_by,cost,internal_notes,created_on,modified_on
DL-0429,patent,PT-0176,CL-0405,renewal,04/11/26,Renewal for patent PT-0176 - Fee payment required,low,completed,,TBD,John Rivera,2620.18,,08-24-2020,2024/04/21
DL-0430,patent,PT-0177,CL-0312,annuity,2027/03/15,Annuity for patent PT-0177,low,pending,yes,,,,,2023-02-15,01/11/2023
DL-0431,patent,PT-0177,CL-0312,filing,12/24/2026,Filing for patent PT-0177,high,cancelled,,,,3297.87,,08-09-2018,
DL-0432,patent,PT-0177,CL-0312,continuation,03/24/24,Continuation for patent PT-0177,critical,overdue,,,,796.33,,17/07/23,
DL-0433,patent,PT-0177,CL-0312,continuation,07-07-2024,Continuation for patent PT-0177,low,cancelled,,,,771.72,,"August 13, 2021",2024-10-24
DL-0434,patent,PT-0178,CL-0249,examination response,27-07-2024,Examination Response for patent PT-0178 - Response to office action required,urgent,overdue,,,,800.18,,10/22/2022,2024/05/01
DL-0435,patent,PT-0178,CL-0249,examination response,03/06/24,Examination Response for patent PT-0178 - Response to office action required,urgent,completed,,21/06/2023,Andrew Stewart,3292.04,,12/02/23,
DL-0436,patent,PT-0178,CL-0249,continuation,2026/11/08,Continuation for patent PT-0178,high,cancelled,,,,4462.62,,07-02-2018,
DL-0437,patent,PT-0178,CL-0249,filing,30-11-2027,Filing for patent PT-0178,normal,pending,yes,,,2398.89,Legacy deadline record,08-01-2021,06-23-2023
DL-0438,patent,PT-0179,CL-0002,examination response,2025-09-03,Examination Response for patent PT-0179 - Response to office action required,medium,completed,,08-13-2024,Steven Taylor,3857.75,Legacy deadline record,26/12/2019,2024-03-11
DL-0439,patent,PT-0180,CL-0488,continuation,13/08/24,Continuation for patent PT-0180,normal,pending,Y,,,4884.49,,04/29/2021,
DL-0440,patent,PT-0180,CL-0488,renewal,03-01-2029,Renewal for patent PT-0180 - Fee payment required,urgent,cancelled,,,,1489.1,,2018-09-13,
DL-0441,patent,PT-0180,CL-0488,continuation,29/08/26,Continuation for patent PT-0180,urgent,pending,no,,,1938.73,Legacy deadline record,"October 13, 2019",03/12/23
DL-0442,patent,PT-0181,CL-0136,renewal,00/00/0000,Renewal for patent PT-0181 - Fee payment required,urgent,pending,N,,,386.28,Legacy deadline record,10-27-2022,
DL-0443,patent,PT-0181,CL-0136,examination response,"October 27, 2024",Examination Response for patent PT-0181 - Response to office action required,normal,pending,,,,,,"October 28, 2018",04/10/23
DL-0444,patent,PT-0181,CL-0136,continuation,18-11-2025,Continuation for patent PT-0181,urgent,completed,,19/09/24,Jennifer Diaz,1697.95,,04-11-2019,02-06-2023
DL-0445,patent,PT-0182,CL-0026,examination response,05/27/2025,Examination Response for patent PT-0182 - Response to office action required,normal,completed,,25 May 2023,Betty Williams,779.21,Legacy deadline record,08/03/21,25/01/2024
DL-0446,patent,PT-0183,CL-0390,examination response,07/28/24,Examination Response for patent PT-0183 - Response to office action required,urgent,completed,,10/12/24,Thomas Wilson,,Legacy deadline record,01/10/2023,22-01-2023
DL-0447,patent,PT-0183,CL-0390,examination response,"April 07, 2025",Examination Response for patent PT-0183 - Response to office action required,high,completed,,04-06-2024,Lisa Diaz,,,N/A,
DL-0448,patent,PT-0183,CL-0390,continuation,06/07/27,Continuation for patent PT-0183,urgent,cancelled,,,,1059.7,Legacy deadline record,03/04/2018,2023/07/19
DL-0449,patent,PT-0183,CL-0390,continuation,02/18/2026,Continuation for patent PT-0183,low,overdue,,,,2374.52,,01/16/2019,
DL-0450,patent,PT-0184,CL-0151,examination response,11/02/2024,Examination Response for patent PT-0184 - Response to office action required,urgent,overdue,,,,3333.82,,03-05-2019,14/12/24
DL-0451,patent,PT-0184,CL-0151,annuity,00/00/0000,Annuity for patent PT-0184,normal,completed,,2023/04/18,Gary Collins,,Legacy deadline record,09/10/2018,01/08/2024
DL-0452,patent,PT-0184,CL-0151,filing,07-12-2024,Filing for patent PT-0184,high,completed,,2024/03/05,Donald King,,,17 December 2020,
DL-0453,patent,PT-0185,CL-0142,examination response,07-20-2024,Examination Response for patent PT-0185 - Response to office action required,critical,overdue,,,,207.64,,05-05-2022,22/07/24
DL-0454,patent,PT-0186,CL-0044,examination response,TBD,Examination Response for patent PT-0186 - Response to office action required,low,pending,N,,,116.23,,13-10-2023,TBD
DL-0455,patent,PT-0186,CL-0044,continuation,26-12-2025,Continuation for patent PT-0186,low,completed,,06-02-2024,Helen Carter,633.87,,15-07-2018,
DL-0456,patent,PT-0187,CL-0174,filing,07/04/2024,Filing for patent PT-0187,high,completed,,16 October 2024,Betty Moore,2455.27,,"November 04, 2018",02-06-2023
DL-0457,patent,PT-0187,CL-0174,continuation,10-02-2025,Continuation for patent PT-0187,normal,cancelled,,,,779.77,,09-02-2023,
DL-0458,patent,PT-0188,CL-0056,filing,2027-02-14,Filing for patent PT-0188,critical,overdue,,,,4753.06,,08/03/22,09-12-2024
DL-0459,patent,PT-0189,CL-0233,examination response,2025-06-01,Examination Response for patent PT-0189 - Response to office action required,urgent,pending,N,,,2947.99,Legacy deadline record,2019-06-07,25-08-2023
DL-0460,patent,PT-0189,CL-0233,continuation,18-07-2027,Continuation for patent PT-0189,high,overdue,,,,2167.09,,15-08-2023,
DL-0461,patent,PT-0189,CL-0233,examination response,2024/09/08,Examination Response for patent PT-0189 - Response to office action required,critical,cancelled,,,,,,00/00/0000,
DL-0462,patent,PT-0189,CL-0233,filing,"January 24, 2025",Filing for patent PT-0189,medium,overdue,,,,,,10 July 2023,
DL-0463,patent,PT-0190,CL-0163,filing,07-19-2027,Filing for patent PT-0190,high,overdue,,,,281.0,,10 May 2021,18/02/2024
DL-0464,patent,PT-0191,CL-0237,continuation,20/09/2026,Continuation for patent PT-0191,low,pending,no,,,1382.22,Legacy deadline record,2019/08/02,16-04-2024
DL-0465,patent,PT-0191,CL-0237,filing,08/20/2024,Filing for patent PT-0191,urgent,overdue,,,,2582.16,Legacy deadline record,02/09/2019,01/18/2023
DL-0466,patent,PT-0192,CL-0246,filing,11-09-2025,Filing for patent PT-0192,critical,completed,,07/27/2023,Sandra Diaz,4589.95,,01-13-2018,19/06/24
DL-0467,patent,PT-0192,CL-0246,filing,01/09/2024,Filing for patent PT-0192,high,completed,,09/19/2023,Daniel Turner,1220.43,Legacy deadline record,2018/08/04,12/26/24
DL-0468,patent,PT-0193,CL-0375,filing,1900-01-01,Filing for patent PT-0193,normal,cancelled,,,,,,01-21-2019,03/12/2024
DL-0469,patent,PT-0193,CL-0375,continuation,2026/07/10,Continuation for patent PT-0193,critical,overdue,,,,2376.74,,03/22/18,
DL-0470,patent,PT-0193,CL-0375,annuity,06-06-2024,Annuity for patent PT-0193,normal,pending,no,,,1269.54,,"April 26, 2020",
DL-0471,patent,PT-0193,CL-0375,continuation,08/10/2025,Continuation for patent PT-0193,low,cancelled,,,,,Legacy deadline record,07/02/23,19/09/24
DL-0472,patent,PT-0194,CL-0419,renewal,"September 12, 2030",Renewal for patent PT-0194 - Fee payment required,critical,overdue,,,,,,2019/12/27,
DL-0473,patent,PT-0194,CL-0419,filing,"December 28, 2026",Filing for patent PT-0194,high,cancelled,,,,,Legacy deadline record,11-09-2018,2024-05-26
DL-0474,patent,PT-0194,CL-0419,renewal,2026-07-22,Renewal for patent PT-0194 - Fee payment required,urgent,completed,,04/06/2023,Steven Allen,2613.82,,26 May 2021,
DL-0475,patent,PT-0194,CL-0419,renewal,02/25/27,Renewal for patent PT-0194 - Fee payment required,critical,overdue,,,,1320.88,,N/A,
DL-0476,patent,PT-0195,CL-0494,renewal,11-20-2024,Renewal for patent PT-0195 - Fee payment required,high,cancelled,,,,,,02 May 2022,
DL-0477,patent,PT-0195,CL-0494,renewal,05/12/29,Renewal for patent PT-0195 - Fee payment required,high,cancelled,,,,634.85,Legacy deadline record,09/11/19,
DL-0478,patent,PT-0195,CL-0494,filing,08/07/2027,Filing for patent PT-0195,high,cancelled,,,,2993.69,Legacy deadline record,06/29/2023,2023-09-28
DL-0479,patent,PT-0195,CL-0494,annuity,27 December 2027,Annuity for patent PT-0195,normal,overdue,,,,335.41,,02-24-2023,
DL-0480,patent,PT-0196,CL-0106,annuity,,Annuity for patent PT-0196,low,cancelled,,,,1954.01,,23-05-2018,
DL-0481,patent,PT-0196,CL-0106,renewal,03-01-2028,Renewal for patent PT-0196 - Fee payment required,high,cancelled,,,,,Legacy deadline record,2019-06-26,
DL-0482,patent,PT-0197,CL-0424,annuity,08/03/25,Annuity for patent PT-0197,high,pending,,,,,Legacy deadline record,2020-09-14,04/24/2024
DL-0483,patent,PT-0197,CL-0424,examination response,24-10-2024,Examination Response for patent PT-0197 - Response to office action required,medium,overdue,,,,4143.05,,09/10/18,08/06/24
DL-0484,patent,PT-0197,CL-0424,filing,15/09/26,Filing for patent PT-0197,medium,pending,N,,,,Legacy deadline record,2019-03-22,2023/07/19
DL-0485,patent,PT-0197,CL-0424,annuity,2025/03/28,Annuity for patent PT-0197,high,completed,,28/05/2024,Daniel Thomas,,,12/11/2021,04-12-2024
DL-0486,patent,PT-0198,CL-0009,renewal,02-01-2026,Renewal for patent PT-0198 - Fee payment required,high,overdue,,,,4741.58,Legacy deadline record,"March 05, 2023",
DL-0487,patent,PT-0199,CL-0400,renewal,2028/10/11,Renewal for patent PT-0199 - Fee payment required,high,pending,N,,,2560.77,,2019-12-17,
DL-0488,patent,PT-0199,CL-0400,examination response,"May 19, 2024",Examination Response for patent PT-0199 - Response to office action required,high,overdue,,,,3687.85,,17/01/2020,
DL-0489,patent,PT-0199,CL-0400,renewal,08 December 2025,Renewal for patent PT-0199 - Fee payment required,low,cancelled,,,,3628.91,,05/23/2019,
DL-0490,patent,PT-0199,CL-0400,filing,2025/12/23,Filing for patent PT-0199,medium,completed,,2023-03-05,Ronald King,3370.72,,18 August 2022,06/25/2024
DL-0491,patent,PT-0200,CL-0287,continuation,05/29/27,Continuation for patent PT-0200,high,pending,no,,,,,2022/10/16,
DL-0492,patent,PT-0201,CL-0144,continuation,02/19/27,Continuation for patent PT-0201,normal,cancelled,,,,1509.72,,05/15/2018,04/10/2024
DL-0493,patent,PT-0201,CL-0144,annuity,"December 04, 2025",Annuity for patent PT-0201,low,pending,,,,3169.58,Legacy deadline record,11 April 2022,
DL-0494,patent,PT-0201,CL-0144,filing,08/07/2024,Filing for patent PT-0201,urgent,cancelled,,,,,,2023/01/16,
DL-0495,patent,PT-0201,CL-0144,annuity,2025/07/16,Annuity for patent PT-0201,normal,completed,,01/01/23,Donald Gonzalez,2821.07,,2022-08-09,
DL-0496,patent,PT-0202,CL-0342,renewal,18-11-2030,Renewal for patent PT-0202 - Fee payment required,critical,overdue,,,,3173.12,,22/12/2018,18/10/2023
DL-0497,patent,PT-0202,CL-0342,filing,2024-01-20,Filing for patent PT-0202,urgent,cancelled,,,,235.33,,2021/03/25,
DL-0498,patent,PT-0202,CL-0342,examination response,23 September 2025,Examination Response for patent PT-0202 - Response to office action required,critical,overdue,,,,304.71,Legacy deadline record,18-04-2023,2024/02/01
DL-0499,patent,PT-0203,CL-0455,continuation,06-21-2027,Continuation for patent PT-0203,urgent,overdue,,,,3584.38,,27/09/2019,N/A
DL-0500,patent,PT-0203,CL-0455,examination response,"June 09, 2024",Examination Response for patent PT-0203 - Response to office action required,low,completed,,07-09-2024,Sharon Green,4276.65,,"February 06, 2018",
DL-0501,patent,PT-0203,CL-0455,filing,2024/08/24,Filing for patent PT-0203,normal,cancelled,,,,3255.26,,2019-12-04,29 August 2023
DL-0502,patent,PT-0203,CL-0455,filing,15-02-2026,Filing for patent PT-0203,low,completed,,11/08/23,Ronald Walker,,Legacy deadline record,04/21/2022,
DL-0503,patent,PT-0204,CL-0317,filing,2025-08-08,Filing for patent PT-0204,critical,pending,,,,4710.24,,15/11/21,
DL-0504,patent,PT-0204,CL-0317,filing,12/12/2026,Filing for patent PT-0204,high,pending,no,,,3703.9,Legacy deadline record,01/14/2020,
DL-0505,patent,PT-0204,CL-0317,examination response,12/25/2025,Examination Response for patent PT-0204 - Response to office action required,high,cancelled,,,,,,2018-10-14,"September 21, 2024"
DL-0506,patent,PT-0204,CL-0317,annuity,06-01-2025,Annuity for patent PT-0204,low,cancelled,,,,606.96,,13/05/2019,02/23/23
DL-0507,patent,PT-0205,CL-0288,examination response,12-07-2025,Examination Response for patent PT-0205 - Response to office action required,low,pending,,,,,,01/31/19,2023/07/16
DL-0508,patent,PT-0205,CL-0288,examination response,2024-10-13,Examination Response for patent PT-0205 - Response to office action required,low,overdue,,,,4876.93,,13/06/2021,
DL-0509,patent,PT-0206,CL-0133,continuation,07-09-2027,Continuation for patent PT-0206,high,pending,,,,3600.84,,05-05-2021,05/09/2024
DL-0510,patent,PT-0206,CL-0133,renewal,2028-07-25,Renewal for patent PT-0206 - Fee payment required,urgent,completed,,"January 23, 2023",Paul Walker,4683.88,,02-05-2022,
DL-0511,patent,PT-0207,CL-0152,continuation,2027-12-06,Continuation for patent PT-0207,critical,pending,no,,,,,04/15/23,
DL-0512,patent,PT-0207,CL-0152,annuity,17/09/26,Annuity for patent PT-0207,high,overdue,,,,,,"December 16, 2023",12/27/23
DL-0513,patent,PT-0208,CL-0392,examination response,18-01-2025,Examination Response for patent PT-0208 - Response to office action required,urgent,pending,,,,,,"October 30, 2023",
DL-0514,patent,PT-0208,CL-0392,examination response,2025-03-15,Examination Response for patent PT-0208 - Response to office action required,urgent,pending,,,,2055.2,,03-05-2022,
DL-0515,patent,PT-0209,CL-0492,continuation,14/03/26,Continuation for patent PT-0209,low,overdue,,,,,,24/08/19,03-11-2023
DL-0516,patent,PT-0210,CL-0250,continuation,29/10/27,Continuation for patent PT-0210,urgent,cancelled,,,,,,12/17/18,2023-02-26
DL-0517,patent,PT-0210,CL-0250,continuation,10/31/2026,Continuation for patent PT-0210,medium,completed,,27/07/2024,Ruth Garcia,2942.26,,05/12/21,
DL-0518,patent,PT-0210,CL-0250,filing,25/12/2025,Filing for patent PT-0210,high,overdue,,,,870.55,Legacy deadline record,2023/02/20,
DL-0519,patent,PT-0211,CL-0063,annuity,17 November 2024,Annuity for patent PT-0211,critical,cancelled,,,,4794.57,,10-26-2019,2023-08-11
DL-0520,patent,PT-0211,CL-0063,examination response,2024-12-06,Examination Response for patent PT-0211 - Response to office action required,medium,overdue,,,,4870.23,,2022-02-05,17-07-2024
DL-0521,patent,PT-0212,CL-0443,renewal,13-11-2029,Renewal for patent PT-0212 - Fee payment required,normal,pending,yes,,,4907.03,,11/11/2023,10/20/2023
DL-0522,patent,PT-0212,CL-0443,continuation,10-11-2025,Continuation for patent PT-0212,critical,pending,,,,987.06,,1900-01-01,
DL-0523,patent,PT-0213,CL-0490,examination response,02/03/2024,Examination Response for patent PT-0213 - Response to office action required,urgent,pending,no,,,,Legacy deadline record,2018-08-27,
DL-0524,patent,PT-0213,CL-0490,renewal,"June 02, 2030",Renewal for patent PT-0213 - Fee payment required,high,completed,,,Sarah Harris,,Legacy deadline record,30/10/2020,10-01-2024
DL-0525,patent,PT-0213,CL-0490,annuity,2027-08-05,Annuity for patent PT-0213,normal,completed,,24-10-2024,Michael Mitchell,1418.16,,2018/08/22,
DL-0526,patent,PT-0213,CL-0490,filing,01/07/2025,Filing for patent PT-0213,medium,completed,,17-11-2024,Betty Nelson,681.23,,1900-01-01,27-05-2023
DL-0527,patent,PT-0214,CL-0357,renewal,27/06/25,Renewal for patent PT-0214 - Fee payment required,medium,overdue,,,,254.87,,05-19-2021,07 September 2024
DL-0528,patent,PT-0214,CL-0357,renewal,09/12/25,Renewal for patent PT-0214 - Fee payment required,normal,overdue,,,,1311.79,,2020-01-15,07-10-2024
DL-0529,patent,PT-0214,CL-0357,filing,2026-08-18,Filing for patent PT-0214,critical,cancelled,,,,853.92,Legacy deadline record,13 March 2023,"April 24, 2024"
DL-0530,patent,PT-0214,CL-0357,filing,"December 06, 2025",Filing for patent PT-0214,medium,overdue,,,,,,2023/04/30,16/07/24
DL-0531,patent,PT-0215,CL-0165,renewal,28 December 2028,Renewal for patent PT-0215 - Fee payment required,normal,completed,,12/23/2024,Susan Walker,2353.0,,2018/01/31,24 June 2024
DL-0532,patent,PT-0216,CL-0454,annuity,2024-09-06,Annuity for patent PT-0216,normal,cancelled,,,,2117.98,Legacy deadline record,31/08/2023,
DL-0533,patent,PT-0216,CL-0454,examination response,10-15-2024,Examination Response for patent PT-0216 - Response to office action required,critical,cancelled,,,,4411.61,,02/17/22,08/06/23
DL-0534,patent,PT-0216,CL-0454,filing,25-10-2025,Filing for patent PT-0216,critical,cancelled,,,,2831.43,,03 June 2018,
DL-0535,patent,PT-0217,CL-0209,continuation,TBD,Continuation for patent PT-0217,urgent,pending,Y,,,2495.74,,"January 14, 2022",06-16-2023
DL-0536,patent,PT-0218,CL-0414,annuity,"December 20, 2025",Annuity for patent PT-0218,normal,cancelled,,,,285.11,,04-19-2018,10/01/23
DL-0537,patent,PT-0219,CL-0291,examination response,05-19-2024,Examination Response for patent PT-0219 - Response to office action required,normal,overdue,,,,2122.46,,18/02/20,
DL-0538,patent,PT-0219,CL-0291,annuity,01/26/24,Annuity for patent PT-0219,medium,cancelled,,,,4742.19,,05/25/2022,
DL-0539,patent,PT-0220,CL-0088,examination response,2025-06-16,Examination Response for patent PT-0220 - Response to office action required,low,pending,,,,3761.14,,08/18/23,
DL-0540,patent,PT-0220,CL-0088,filing,21 January 2027,Filing for patent PT-0220,medium,completed,,14/05/2023,Charles Thompson,4767.74,Legacy deadline record,04/24/2020,
DL-0541,patent,PT-0220,CL-0088,continuation,08/04/27,Continuation for patent PT-0220,medium,completed,,11/05/2024,Betty Nguyen,3056.21,,2018/08/20,25/04/2023
DL-0542,patent,PT-0220,CL-0088,filing,2025-11-15,Filing for patent PT-0220,critical,completed,,15/05/24,Brian Gomez,4344.06,,2019-06-09,2023-11-08
DL-0543,patent,PT-0221,CL-0148,renewal,07/01/2028,Renewal for patent PT-0221 - Fee payment required,urgent,overdue,,,,,,04-06-2018,09/07/24
DL-0544,patent,PT-0221,CL-0148,filing,"June 13, 2024",Filing for patent PT-0221,critical,cancelled,,,,3219.6,,02/25/2019,26/10/2024
DL-0545,patent,PT-0221,CL-0148,annuity,31/05/26,Annuity for patent PT-0221,low,completed,,15/10/2023,Betty Anderson,551.17,,2020-12-20,
DL-0546,patent,PT-0221,CL-0148,renewal,06-04-2030,Renewal for patent PT-0221 - Fee payment required,high,overdue,,,,,,11 October 2023,26 August 2024
DL-0547,patent,PT-0222,CL-0418,annuity,TBD,Annuity for patent PT-0222,normal,overdue,,,,,,2018/04/18,
DL-0548,patent,PT-0222,CL-0418,renewal,"June 01, 2025",Renewal for patent PT-0222 - Fee payment required,critical,pending,N,,,1952.3,,06/08/2018,05/02/23
DL-0549,patent,PT-0222,CL-0418,filing,05/08/2025,Filing for patent PT-0222,critical,cancelled,,,,,,11-19-2022,16-03-2023
DL-0550,patent,PT-0223,CL-0007,renewal,2029/09/24,Renewal for patent PT-0223 - Fee payment required,medium,overdue,,,,4826.13,,01/24/19,05/09/2024
DL-0551,patent,PT-0224,CL-0456,filing,"September 08, 2025",Filing for patent PT-0224,critical,cancelled,,,,723.87,,"March 21, 2019","June 14, 2023"
DL-0552,patent,PT-0225,CL-0437,annuity,07/20/2025,Annuity for patent PT-0225,normal,completed,,2023/12/10,Kimberly Robinson,354.78,Legacy deadline record,04/27/2018,29/03/23
DL-0553,patent,PT-0226,CL-0301,filing,09-02-2024,Filing for patent PT-0226,medium,cancelled,,,,,,2023-08-16,
DL-0554,patent,PT-0226,CL-0301,renewal,18/01/2024,Renewal for patent PT-0226 - Fee payment required,critical,overdue,,,,4809.13,,08-17-2018,
DL-0555,patent,PT-0226,CL-0301,filing,11-01-2024,Filing for patent PT-0226,urgent,overdue,,,,2296.5,,04/10/21,
DL-0556,patent,PT-0226,CL-0301,examination response,25-02-2024,Examination Response for patent PT-0226 - Response to office action required,medium,cancelled,,,,151.22,,05/25/2023,
DL-0557,patent,PT-0227,CL-0436,renewal,05/25/2025,Renewal for patent PT-0227 - Fee payment required,low,pending,no,,,2896.66,,2018-04-01,
DL-0558,patent,PT-0227,CL-0436,continuation,25-03-2024,Continuation for patent PT-0227,medium,pending,N,,,3818.2,Legacy deadline record,2023/05/31,25-06-2024
DL-0559,patent,PT-0228,CL-0004,renewal,01/28/28,Renewal for patent PT-0228 - Fee payment required,normal,overdue,,,,3981.44,,2019-12-09,
DL-0560,patent,PT-0228,CL-0004,continuation,11/02/25,Continuation for patent PT-0228,normal,completed,,03-07-2024,George Harris,1485.08,,24/11/2019,01/22/23
DL-0561,patent,PT-0229,CL-0372,filing,2025-09-05,Filing for patent PT-0229,medium,cancelled,,,,4917.81,,08/08/21,10/09/2023
DL-0562,patent,PT-0229,CL-0372,annuity,12/25/2024,Annuity for patent PT-0229,normal,overdue,,,,,,"November 13, 2020",03/29/2024
DL-0563,patent,PT-0229,CL-0372,annuity,28/06/2026,Annuity for patent PT-0229,low,pending,no,,,,,20 February 2019,
DL-0564,patent,PT-0230,CL-0259,renewal,04/04/26,Renewal for patent PT-0230 - Fee payment required,normal,cancelled,,,,632.81,,17-09-2021,N/A
DL-0565,patent,PT-0230,CL-0259,examination response,00/00/0000,Examination Response for patent PT-0230 - Response to office action required,medium,pending,yes,,,2175.79,,05/12/20,05/31/2024
DL-0566,patent,PT-0230,CL-0259,continuation,03/28/24,Continuation for patent PT-0230,medium,completed,,02/23/2024,James Wright,,Legacy deadline record,16 May 2020,
DL-0567,patent,PT-0231,CL-0009,renewal,,Renewal for patent PT-0231 - Fee payment required,medium,completed,,14/12/2023,Daniel Jones,831.08,,27/08/2021,12/06/24
DL-0568,patent,PT-0232,CL-0276,filing,"October 25, 2025",Filing for patent PT-0232,critical,overdue,,,,758.5,,23-05-2020,"June 16, 2023"
DL-0569,patent,PT-0232,CL-0276,renewal,2029-05-15,Renewal for patent PT-0232 - Fee payment required,critical,cancelled,,,,1243.14,,08/04/2020,
DL-0570,patent,PT-0232,CL-0276,filing,03/09/25,Filing for patent PT-0232,low,completed,,"January 11, 2024",Jennifer Lewis,1553.62,Legacy deadline record,02-22-2018,
DL-0571,patent,PT-0232,CL-0276,examination response,"January 16, 2025",Examination Response for patent PT-0232 - Response to office action required,low,completed,,2023/05/31,Ronald Murphy,1715.91,Legacy deadline record,2021-11-28,18/03/2024
DL-0572,patent,PT-0233,CL-0002,continuation,16/05/25,Continuation for patent PT-0233,normal,overdue,,,,,,2020-09-30,31-05-2024
DL-0573,patent,PT-0233,CL-0002,annuity,06-15-2024,Annuity for patent PT-0233,low,completed,,02-01-2023,Paul Taylor,,Legacy deadline record,2018/02/14,11 January 2024
DL-0574,patent,PT-0233,CL-0002,renewal,N/A,Renewal for patent PT-0233 - Fee payment required,high,pending,N,,,2095.0,Legacy deadline record,09 May 2020,12/30/24
DL-0575,patent,PT-0234,CL-0127,annuity,15-02-2027,Annuity for patent PT-0234,low,completed,,2024/06/08,Sarah Lee,,,01/02/2019,
DL-0576,patent,PT-0234,CL-0127,examination response,23/08/25,Examination Response for patent PT-0234 - Response to office action required,medium,pending,no,,,474.35,Legacy deadline record,12-17-2022,07/17/23
DL-0577,patent,PT-0234,CL-0127,filing,11-09-2027,Filing for patent PT-0234,low,overdue,,,,,,05-07-2018,"October 07, 2023"
DL-0578,patent,PT-0234,CL-0127,renewal,13 December 2024,Renewal for patent PT-0234 - Fee payment required,high,pending,N,,,2475.69,,"September 07, 2022",
DL-0579,patent,PT-0235,CL-0106,renewal,2028/10/24,Renewal for patent PT-0235 - Fee payment required,medium,cancelled,,,,,Legacy deadline record,08-09-2021,05/31/2023
DL-0580,patent,PT-0235,CL-0106,examination response,19/12/25,Examination Response for patent PT-0235 - Response to office action required,critical,cancelled,,,,1304.04,,15/03/18,06/20/2024
DL-0581,patent,PT-0235,CL-0106,filing,06/29/25,Filing for patent PT-0235,medium,cancelled,,,,2695.22,Legacy deadline record,08/11/19,08/02/24
DL-0582,patent,PT-0235,CL-0106,annuity,15/03/25,Annuity for patent PT-0235,normal,overdue,,,,4111.66,,13-04-2023,12-19-2023
DL-0583,patent,PT-0236,CL-0086,annuity,25 August 2027,Annuity for patent PT-0236,high,pending,yes,,,1105.96,Legacy deadline record,05/29/21,
DL-0584,patent,PT-0237,CL-0091,annuity,09-03-2025,Annuity for patent PT-0237,high,overdue,,,,,,10/05/19,
DL-0585,patent,PT-0238,CL-0220,examination response,03/21/24,Examination Response for patent PT-0238 - Response to office action required,normal,cancelled,,,,,,02/18/18,08/02/2023
DL-0586,patent,PT-0238,CL-0220,examination response,2025/05/08,Examination Response for patent PT-0238 - Response to office action required,low,overdue,,,,,,05-11-2020,
DL-0587,patent,PT-0238,CL-0220,continuation,30 November 2025,Continuation for patent PT-0238,high,completed,,2024/01/26,Thomas Wilson,,Legacy deadline record,"November 14, 2020",
DL-0588,patent,PT-0239,CL-0172,continuation,09-13-2025,Continuation for patent PT-0239,medium,cancelled,,,,2950.55,,09/09/2018,
DL-0589,patent,PT-0239,CL-0172,annuity,11-21-2024,Annuity for patent PT-0239,normal,overdue,,,,1717.84,,Unknown,"December 18, 2024"
DL-0590,patent,PT-0239,CL-0172,renewal,03-11-2027,Renewal for patent PT-0239 - Fee payment required,high,completed,,08/01/2024,Sandra Miller,,,00/00/0000,21/05/2023
DL-0591,patent,PT-0239,CL-0172,filing,01/24/2026,Filing for patent PT-0239,high,completed,,08/31/24,James Evans,,,06-12-2018,
DL-0592,patent,PT-0240,CL-0073,examination response,04-09-2024,Examination Response for patent PT-0240 - Response to office action required,medium,completed,,22-07-2023,George Flores,,,16 May 2018,
DL-0593,patent,PT-0240,CL-0073,filing,08-06-2025,Filing for patent PT-0240,urgent,overdue,,,,,,"March 13, 2018",
DL-0594,patent,PT-0241,CL-0261,filing,07-30-2026,Filing for patent PT-0241,high,overdue,,,,,,"September 22, 2021",02-03-2023
DL-0595,patent,PT-0241,CL-0261,renewal,20/11/29,Renewal for patent PT-0241 - Fee payment required,urgent,pending,,,,,,30 April 2022,07/03/24
DL-0596,patent,PT-0242,CL-0394,examination response,07-23-2025,Examination Response for patent PT-0242 - Response to office action required,urgent,completed,,03 January 2024,William Lopez,,Legacy deadline record,2022/03/09,
DL-0597,patent,PT-0243,CL-0025,renewal,"November 15, 2024",Renewal for patent PT-0243 - Fee payment required,medium,pending,Y,,,2706.16,Legacy deadline record,04/01/2020,2024-10-21
DL-0598,patent,PT-0243,CL-0025,examination response,02-20-2024,Examination Response for patent PT-0243 - Response to office action required,normal,overdue,,,,3944.41,Legacy deadline record,2018-12-19,
DL-0599,patent,PT-0243,CL-0025,continuation,2024/01/25,Continuation for patent PT-0243,high,overdue,,,,2118.25,,,
DL-0600,patent,PT-0243,CL-0025,renewal,"October 04, 2029",Renewal for patent PT-0243 - Fee payment required,medium,overdue,,,,281.52,,17-08-2022,17 September 2023
DL-0601,patent,PT-0244,CL-0139,continuation,14/05/2027,Continuation for patent PT-0244,medium,completed,,07-06-2024,Robert Thomas,3380.52,Legacy deadline record,07/01/19,28-10-2023
DL-0602,patent,PT-0245,CL-0108,annuity,09/02/2027,Annuity for patent PT-0245,medium,overdue,,,,1927.31,,"February 12, 2020",2023-05-18
DL-0603,patent,PT-0245,CL-0108,filing,19-12-2025,Filing for patent PT-0245,critical,cancelled,,,,3298.02,Legacy deadline record,08-09-2023,23 October 2024
DL-0604,patent,PT-0245,CL-0108,annuity,05-20-2027,Annuity for patent PT-0245,medium,overdue,,,,,,N/A,
DL-0605,patent,PT-0246,CL-0184,examination response,13/08/2025,Examination Response for patent PT-0246 - Response to office action required,high,completed,,25/09/23,Carol Baker,2580.97,,30/11/2021,08-02-2024
